type,name,iso_country,municipality,iata_code
medium_airport,Bobo Dioulasso Airport,BF,Bobo Dioulasso,BOY
small_airport,Tougan Airport,BF,Tougan,TUQ
small_airport,Diebougou Airport,BF,Diebougou,XDE
small_airport,Aribinda Airport,BF,Aribinda,XAR
large_airport,Kotoka International Airport,GH,Accra,ACC
medium_airport,Tamale Airport,GH,Tamale,TML
small_airport,Wa Airport,GH,Wa,WZA
medium_airport,Kumasi Airport,GH,Kumasi,KMS
medium_airport,Sunyani Airport,GH,Sunyani,NYI
medium_airport,Takoradi Airport,GH,Sekondi-Takoradi,TKD
small_airport,Dalnegorsk Airport,RU,Dalnegorsk,DHG
small_airport,Ad-Dali Airport,YE,Ad-Dali,DHL
small_airport,Aboisso Airport,CI,Aboisso,ABO
medium_airport,FÃ©lix-HouphouÃ«t-Boigny International Airport,CI,Abidjan,ABJ
small_airport,Abengourou Airport,CI,Abengourou,OGO
small_airport,Boundiali Airport,CI,Boundiali,BXI
medium_airport,BouakÃ© Airport,CI,BouakÃ©,BYK
small_airport,Bouna Airport,CI,Bouna,BQO
small_airport,Soko Airport,CI,Bondoukou,BDK
small_airport,Dimbokro Airport,CI,Dimbokro,DIM
medium_airport,Daloa Airport,CI,,DJO
small_airport,Gagnoa Airport,CI,Gagnoa,GGN
small_airport,Guiglo Airport,CI,Guiglo,GGO
small_airport,Nero-Mer Airport,CI,Grand-BÃ©rÃ©by,BBV
medium_airport,Korhogo Airport,CI,Korhogo,HGO
medium_airport,Man Airport,CI,,MJC
small_airport,Odienne Airport,CI,Odienne,KEO
small_airport,Ouango Fitini Airport,CI,Ouango Fitini,OFI
small_airport,SÃ©guÃ©la Airport,CI,SÃ©guÃ©la,SEO
medium_airport,San Pedro Airport,CI,,SPY
small_airport,Sassandra Airport,CI,Sassandra,ZSS
small_airport,Tabou Airport,CI,Tabou,TXU
small_airport,Mahana Airport,CI,Touba,TOZ
medium_airport,Yamoussoukro Airport,CI,Yamoussoukro,ASK
small_airport,Dalnerechensk Airport,RU,Dalnerechensk,DLR
small_airport,Katsina Airport,NG,Katsina,DKA
large_airport,Nnamdi Azikiwe International Airport,NG,Abuja,ABV
medium_airport,Akwa Ibom International Airport,NG,Uyo,QUO
medium_airport,Akure Airport,NG,Akure,AKR
medium_airport,Asaba International Airport,NG,Asaba,ABB
medium_airport,Sir Abubakar Tafawa Balewa International Airport,NG,Bauchi,BCU
medium_airport,Benin Airport,NG,Benin,BNI
medium_airport,Margaret Ekpo International Airport,NG,Calabar,CBQ
medium_airport,Akanu Ibiam International Airport,NG,Enegu,ENU
medium_airport,Gombe Lawanti International Airport,NG,Gombe,GMO
medium_airport,Ibadan Airport,NG,Ibadan,IBA
medium_airport,Ilorin International Airport,NG,Ilorin,ILR
medium_airport,Sam Mbakwe International Airport,NG,Owerri,QOW
medium_airport,Yakubu Gowon Airport,NG,Jos,JOS
medium_airport,Kaduna Airport,NG,Kaduna,KAD
medium_airport,Mallam Aminu International Airport,NG,Kano,KAN
medium_airport,Maiduguri International Airport,NG,Maiduguri,MIU
medium_airport,Makurdi Airport,NG,Makurdi,MDI
large_airport,Murtala Muhammed International Airport,NG,Lagos,LOS
medium_airport,Minna Airport,NG,Minna,MXJ
medium_airport,Port Harcourt International Airport,NG,Port Harcourt,PHC
medium_airport,Sadiq Abubakar III International Airport,NG,Sokoto,SKO
medium_airport,Warri Airport,NG,Okpe,QRW
medium_airport,Yola Airport,NG,Yola,YOL
medium_airport,Zaria Airport,NG,Zaria,ZAR
small_airport,Deputatskiy Airport,RU,Deputatskiy,DPT
medium_airport,Maradi Airport,NE,Maradi,MFQ
large_airport,Diori Hamani International Airport,NE,Niamey,NIM
medium_airport,Tahoua Airport,NE,Tahoua,THZ
medium_airport,Mano Dayak International Airport,NE,Agadez,AJY
small_airport,Arlit Airport,NE,Arlit,RLT
medium_airport,Zinder Airport,NE,Zinder,ZND
small_airport,Dilasag Airport,PH,Dilasag,DSG
medium_airport,Tabarka-AÃ¯n Draham International Airport,TN,Tabarka,TBJ
medium_airport,Monastir Habib Bourguiba International Airport,TN,Monastir,MIR
medium_airport,Enfidha - Hammamet International Airport,TN,Enfidha,NBE
large_airport,Tunis Carthage International Airport,TN,Tunis,TUN
medium_airport,Gafsa Ksar International Airport,TN,Gafsa,GAF
medium_airport,GabÃ¨s Matmata International Airport,TN,GabÃ¨s,GAE
medium_airport,Djerba Zarzis International Airport,TN,Mellita,DJE
medium_airport,El Borma Airport,TN,El Borma,EBM
medium_airport,Sfax Thyna International Airport,TN,Sfax,SFA
medium_airport,Tozeur Nefta International Airport,TN,Tozeur,TOE
small_airport,Andavadoaka Airport,MG,Andavadoaka,DVD
medium_airport,Niamtougou International Airport,TG,Niamtougou,LRL
medium_airport,LomÃ©â€“Tokoin International Airport,TG,LomÃ©,LFW
small_airport,Elenak Airport,MH,Mejato Island,EAL
medium_airport,Antwerp International Airport (Deurne),BE,Antwerp,ANR
large_airport,Brussels Airport,BE,Zaventem,BRU
medium_airport,Brussels South Charleroi Airport,BE,Charleroi,CRL
medium_airport,Flanders International Airport Kortrijk-Wevelgem,BE,Wevelgem,KJK
medium_airport,LiÃ¨ge Airport,BE,GrÃ¢ce-Hollogne,LGG
small_airport,Ebon Airport,MH,Ebon Atoll,EBO
medium_airport,Oostende-Brugge International Airport,BE,Oostende,OST
small_airport,Oostmalle Airfield,BE,Zoersel,OBL
small_airport,MÃ©ndez Airport,EC,Santiago de MÃ©ndez,MZD
medium_airport,Leipzigâ€“Altenburg Airport,DE,Nobitz,AOC
medium_airport,Heringsdorf Airport,DE,Zirchow,HDF
small_airport,Riesa-GÃ¶hlis Airport,DE,Riesa,IES
small_airport,MÃ¼ritz Airpark,DE,LÃ¤rz,REB
small_airport,Cochstedt Airport,DE,Hecklingen,CSO
small_airport,Stralsund-Barth Airport,DE,Barth,BBH
medium_airport,Neubrandenburg Trollenhagen Airport,DE,Trollenhagen,FNB
small_airport,RÃ¼gen Airport,DE,Dreschvitz,GTI
small_airport,KÃ¶then Airport,DE,KÃ¶then (Anhalt),KOQ
small_airport,PeenemÃ¼nde Airport,DE,PeenemÃ¼nde,PEF
large_airport,Berlin Brandenburg Airport,DE,Berlin,BER
medium_airport,Dresden Airport,DE,Dresden,DRS
medium_airport,Erfurt-Weimar Airport,DE,Erfurt,ERF
large_airport,Frankfurt Airport,DE,Frankfurt am Main,FRA
medium_airport,MÃ¼nster OsnabrÃ¼ck Airport,DE,Greven,FMO
large_airport,Hamburg Helmut Schmidt Airport,DE,Hamburg,HAM
large_airport,Cologne Bonn Airport,DE,KÃ¶ln (Cologne),CGN
large_airport,DÃ¼sseldorf Airport,DE,DÃ¼sseldorf,DUS
large_airport,Munich Airport,DE,Munich,MUC
large_airport,Nuremberg Airport,DE,Nuremberg,NUE
large_airport,Leipzig/Halle Airport,DE,Schkeuditz,LEJ
medium_airport,SaarbrÃ¼cken Airport,DE,SaarbrÃ¼cken,SCN
large_airport,Stuttgart Airport,DE,Stuttgart,STR
large_airport,Hannover Airport,DE,Hannover,HAJ
medium_airport,Bremen Airport,DE,Bremen,BRE
medium_airport,Frankfurt-Hahn Airport,DE,Frankfurt am Main (Lautzenhausen),HHN
medium_airport,Mannheim-City Airport,DE,Mannheim,MHG
medium_airport,Eisenach-Kindel Airport,DE,HÃ¶rselberg-Hainich,EIB
medium_airport,Siegerland Airport,DE,Burbach,SGE
small_airport,Itzehoe Hungriger Wolf Airfield,DE,Hohenlockstedt,IZE
medium_airport,Hamburg-Finkenwerder Airport,DE,Hamburg,XFW
medium_airport,Kiel-Holtenau Airport,DE,Kiel,KEL
medium_airport,LÃ¼beck Blankensee Airport,DE,LÃ¼beck,LBC
small_airport,NeumÃ¼nster Airport,DE,NeumÃ¼nster,EUM
medium_airport,Memmingen Allgau Airport,DE,Memmingen,FMM
small_airport,Aachen-MerzbrÃ¼ck Airport,DE,Aachen,AAH
small_airport,Essen-MÃ¼lheim Airport,DE,Essen,ESS
small_airport,Bielefeld Airport,DE,Bielefeld,BFE
medium_airport,MÃ¶nchengladbach Airport,DE,MÃ¶nchengladbach,MGL
medium_airport,Paderborn Lippstadt Airport,DE,BÃ¼ren,PAD
medium_airport,Weeze Airport,DE,Weeze,NRN
medium_airport,Dortmund Airport,DE,Dortmund,DTM
medium_airport,Augsburg Airport,DE,Augsburg,AGB
medium_airport,Oberpfaffenhofen Airport,DE,WeÃŸling,OBF
small_airport,Straubing Airport,DE,Atting,RBM
medium_airport,Friedrichshafen Airport,DE,Friedrichshafen,FDH
medium_airport,Bayreuth Airport,DE,Bindlach,BYU
small_airport,Burg Feuerstein Airport,DE,Ebermannstadt,URD
small_airport,Giebelstadt Airport,DE,Giebelstadt,GHF
medium_airport,Hof-Plauen Airport,DE,Hof,HOQ
small_airport,Bitburg Airport,DE,Bitburg,BBJ
small_airport,ZweibrÃ¼cken Airport,DE,ZweibrÃ¼cken,ZQW
medium_airport,Karlsruhe Baden-Baden Airport,DE,RheinmÃ¼nster,FKB
medium_airport,Lahr Airport,DE,Lahr/Schwarzwald,LHA
medium_airport,Braunschweig-Wolfsburg Airport,DE,Braunschweig,BWE
medium_airport,Kassel Airport,DE,Calden,KSF
small_airport,Emden Airport,DE,Emden,EME
small_airport,Wangerooge Airport,DE,Wangerooge,AGE
small_airport,JadeWeser Airport,DE,Wilhelmshaven,WVN
small_airport,Juist Airport,DE,Juist,JUI
small_airport,Langeoog Airport,DE,Langeoog,LGO
small_airport,Borkum Airport,DE,Borkum,BMK
small_airport,Norden-Norddeich Airport,DE,Norddeich,NOD
small_airport,Varrelbusch Airfield,DE,Cloppenburg,VAC
small_airport,Norderney Airport,DE,Norderney,NRD
small_airport,Baltrum Airport,DE,Baltrum,BMR
small_airport,Heide-BÃ¼sum Airport,DE,Oesterdeichstrich,HEI
small_airport,Flensburg-SchÃ¤ferhaus Airport,DE,Flensburg,FLF
small_airport,Helgoland-DÃ¼ne Airport,DE,Helgoland,HGL
small_airport,Husum-Schwesing Airport,DE,Husum,QHU
small_airport,Sankt Peter-Ording Airport,DE,Sankt Peter-Ording,PSH
medium_airport,Westerland Sylt Airport,DE,Sylt,GWT
small_airport,Wyk auf FÃ¶hr Airport,DE,Wyk auf FÃ¶hr,OHR
medium_airport,KÃ¤rdla Airport,EE,KÃ¤rdla,KDL
medium_airport,Kuressaare Airport,EE,Kuressaare,URE
medium_airport,PÃ¤rnu Airport,EE,PÃ¤rnu,EPU
medium_airport,Berenice International Airport / Banas Cape Air Base,EG,Berenice Troglodytica,EES
large_airport,Lennart Meri Tallinn Airport,EE,Tallinn,TLL
medium_airport,Tartu Airport,EE,Reola,TAY
medium_airport,Enontekio Airport,FI,Enontekio,ENF
medium_airport,Halli Airport,FI,JÃ¤msÃ¤,KEV
large_airport,Helsinki Vantaa Airport,FI,Helsinki (Vantaa),HEL
small_airport,HyvinkÃ¤Ã¤ Airfield,FI,HyvinkÃ¤Ã¤,HYV
medium_airport,Kitee Airport,FI,Kitee,KTQ
medium_airport,Ivalo Airport,FI,Ivalo,IVL
medium_airport,Joensuu Airport,FI,Joensuu,JOE
medium_airport,JyvÃ¤skylÃ¤ Airport,FI,JyvÃ¤skylÃ¤n Maalaiskunta,JYV
medium_airport,Kauhava Airfield,FI,Kauhava,KAU
medium_airport,Kemi-Tornio Airport,FI,Kemi / Tornio,KEM
medium_airport,Kajaani Airport,FI,Kajaani,KAJ
medium_airport,Kauhajoki Airfield,FI,Kauhajoki,KHJ
medium_airport,Kokkola-Pietarsaari Airport,FI,Kokkola / Kruunupyy,KOK
medium_airport,Kuusamo Airport,FI,Kuusamo,KAO
medium_airport,KittilÃ¤ Airport,FI,KittilÃ¤,KTT
medium_airport,Kuopio Airport,FI,Kuopio / SiilinjÃ¤rvi,KUO
medium_airport,Lappeenranta Airport,FI,Lappeenranta,LPP
medium_airport,Mariehamn Airport,FI,Mariehamn,MHQ
medium_airport,Mikkeli Airport,FI,Mikkeli,MIK
medium_airport,Oulu Airport,FI,Oulu / Oulunsalo,OUL
medium_airport,Pori Airport,FI,Pori,POR
medium_airport,Rovaniemi Airport,FI,Rovaniemi,RVN
medium_airport,Savonlinna Airport,FI,Savonlinna,SVL
medium_airport,SeinÃ¤joki Airport,FI,SeinÃ¤joki / Ilmajoki,SJY
medium_airport,Sodankyla Airport,FI,Sodankyla,SOT
medium_airport,Tampere-Pirkkala Airport,FI,Tampere / Pirkkala,TMP
medium_airport,Turku Airport,FI,Turku,TKU
medium_airport,Utti Air Base,FI,Utti / Valkeala,UTI
medium_airport,Vaasa Airport,FI,Vaasa,VAA
medium_airport,Varkaus Airport,FI,Varkaus / Joroinen,VRK
medium_airport,Ylivieska Airfield,FI,Ylivieska,YLI
small_airport,Abu Rudeis Airport,EG,Ras Abu Rudeis,AUE
large_airport,Belfast International Airport,GB,Belfast,BFS
medium_airport,Enniskillen/St Angelo Airport,GB,"Enniskillen, Fermanagh and Omagh",ENK
medium_airport,George Best Belfast City Airport,GB,Belfast,BHD
medium_airport,City of Derry Airport,GB,Derry,LDY
large_airport,Birmingham Airport,GB,"Birmingham, West Midlands",BHX
medium_airport,Coventry Airport,GB,"Coventry, West Midlands",CVT
medium_airport,Gloucestershire Airport,GB,Staverton,GLO
small_airport,Sywell Aerodrome,GB,"Northampton, Northamptonshire",ORM
medium_airport,Nottingham City Airport,GB,Nottingham,NQT
small_airport,Cotswold Airport,GB,"Cirencester, Gloucestershire",GBA
large_airport,Manchester Airport,GB,"Manchester, Greater Manchester",MAN
small_airport,Upavon Aerodrome,GB,"Pewsey, Wiltshire",UPV
medium_airport,RNAS Yeovilton,GB,"Yeovil, Somerset",YEO
medium_airport,Campbeltown Airport,GB,Campbeltown,CAL
medium_airport,Eday Airport,GB,Eday,EOI
small_airport,Fair Isle Airport,GB,Fair Isle,FIE
small_airport,Whalsay Airstrip,GB,"Whalsay, Shetlands",WHS
small_airport,Broadford Airstrip,GB,Ashaig,SKL
small_airport,Coll Airport,GB,Coll Island,COL
small_airport,North Ronaldsay Airport,GB,North Ronaldsay,NRL
small_airport,Oban Airport,GB,North Connel,OBN
small_airport,Papa Westray Airport,GB,Papa Westray,PPW
small_airport,Stronsay Airport,GB,Stronsay,SOY
small_airport,Sanday Airport,GB,Sanday,NDY
small_airport,Lerwick / Tingwall Airport,GB,"Lerwick, Shetland Islands",LWK
small_airport,Westray Airport,GB,Westray,WRY
small_airport,Colonsay Airstrip,GB,Colonsay,CSA
medium_airport,Haverfordwest Airport,GB,Haverfordwest,HAW
medium_airport,Cardiff International Airport,GB,Cardiff,CWL
medium_airport,Swansea Airport,GB,Swansea,SWS
medium_airport,Bristol Airport,GB,Bristol,BRS
medium_airport,Liverpool John Lennon Airport,GB,Liverpool,LPL
large_airport,London Luton Airport,GB,"Luton, Bedfordshire",LTN
small_airport,Land's End Airport,GB,"Land's End, Cornwall",LEQ
small_airport,St. Mary's Airport,GB,"St. Mary's, Isles of Scilly",ISC
medium_airport,Bournemouth Airport,GB,Bournemouth,BOH
medium_airport,Southampton Airport,GB,Southampton,SOU
small_airport,Bembridge Airport,GB,"Bembridge, Isle of Wight",BBP
medium_airport,Cornwall Airport Newquay,GB,Newquay,NQY
small_airport,Goodwood Aerodrome,GB,"Chichester, West Sussex",QUG
medium_airport,Alderney Airport,GG,Saint Anne,ACI
medium_airport,Guernsey Airport,GG,Saint Peter Port,GCI
medium_airport,Jersey Airport,JE,Saint Helier,JER
medium_airport,Brighton City Airport,GB,"Brighton, East Sussex",ESH
medium_airport,London Biggin Hill Airport,GB,London,BQH
large_airport,London Gatwick Airport,GB,London,LGW
medium_airport,London City Airport,GB,London,LCY
medium_airport,Farnborough Airport,GB,"Farnborough, Hampshire",FAB
medium_airport,Blackbushe Airport,GB,"Camberley, Surrey",BBS
large_airport,London Heathrow Airport,GB,London,LHR
medium_airport,London Southend Airport,GB,"Southend-on-Sea, Essex",SEN
medium_airport,Lydd London Ashford Airport,GB,"Romney Marsh, Kent",LYX
medium_airport,Carlisle Lake District Airport,GB,"Carlisle, Cumbria",CAX
medium_airport,Blackpool Airport,GB,Blackpool,BLK
medium_airport,Humberside Airport,GB,"Grimsby, Lincolnshire",HUY
medium_airport,Barrow Walney Island Airport,GB,Barrow-in-Furness,BWF
medium_airport,Leeds Bradford Airport,GB,"Leeds, West Yorkshire",LBA
medium_airport,Warton Aerodrome,GB,Warton,WRT
medium_airport,Hawarden Airport,GB,Broughton,CEG
medium_airport,Isle of Man Airport,IM,Castletown,IOM
medium_airport,Newcastle International Airport,GB,"Newcastle upon Tyne, Tyne and Wear",NCL
medium_airport,Teesside International Airport,GB,"Darlington, Durham",MME
medium_airport,East Midlands Airport,GB,Nottingham,EMA
medium_airport,Anglesey Airport,GB,Angelsey,VLY
medium_airport,Kirkwall Airport,GB,Orkney Islands,KOI
medium_airport,Sumburgh Airport,GB,"Lerwick, Shetland",LSI
medium_airport,Wick John O'Groats Airport,GB,Wick,WIC
medium_airport,Aberdeen International Airport,GB,Aberdeen,ABZ
medium_airport,Inverness Airport,GB,Inverness,INV
large_airport,Glasgow Airport,GB,Glasgow,GLA
large_airport,Edinburgh Airport,GB,Edinburgh,EDI
medium_airport,Islay Airport,GB,"Isle of Islay, Argyll and Bute",ILY
medium_airport,Glasgow Prestwick Airport,GB,"Prestwick, South Ayrshire",PIK
medium_airport,Benbecula Airport,GB,Balivanich,BEB
medium_airport,Dundee Airport,GB,Dundee,DND
medium_airport,Stornoway Airport,GB,"Stornoway, Western Isles",SYY
medium_airport,Barra Airport,GB,Eoligarry,BRR
small_airport,Perth/Scone Airport,GB,Perth,PSL
medium_airport,Tiree Airport,GB,Balemartine,TRE
medium_airport,Leuchars Station Airfield,GB,"Leuchars, Fife",ADX
medium_airport,RAF Lossiemouth,GB,Lossiemouth,LMO
medium_airport,Cambridge City Airport,GB,"Cambridge, Cambridgeshire",CBG
medium_airport,Norwich Airport,GB,"Norwich, Norfolk",NWI
large_airport,London Stansted Airport,GB,London,STN
small_airport,Wycombe Air Park,GB,"Marlow, Buckinghamshire",HYC
medium_airport,Exeter International Airport,GB,"Exeter, Devon",EXT
medium_airport,London Oxford Airport,GB,"Kidlington, Oxfordshire",OXF
small_airport,Rochester Airport,GB,"Rochester, Kent",RCS
medium_airport,RAF Benson,GB,"Wallingford, Oxfordshire",BEX
medium_airport,RAF Lakenheath,GB,"Brandon, Suffolk",LKZ
medium_airport,RAF Mildenhall,GB,"Bury Saint Edmunds, Suffolk",MHZ
medium_airport,RAF Fairford,GB,"Fairford, Gloucestershire",FFD
medium_airport,RAF Brize Norton,GB,"Carterton, Oxfordshire",BZZ
medium_airport,RAF Odiham,GB,"Hook, Hampshire",ODH
medium_airport,RAF Northolt,GB,London,NHT
medium_airport,RAF Coningsby,GB,"Lincoln, Lincolnshire",QCY
medium_airport,RAF Honington,GB,"Bury Saint Edmunds, Suffolk",BEQ
medium_airport,RAF Waddington,GB,"Lincoln, Lincolnshire",WTN
medium_airport,RAF Marham,GB,"King's Lynn, Norfolk",KNF
medium_airport,Mount Pleasant Airport,FK,Mount Pleasant,MPN
large_airport,Amsterdam Airport Schiphol,NL,Amsterdam,AMS
medium_airport,Maastricht Aachen Airport,NL,Maastricht,MST
large_airport,Eindhoven Airport,NL,Eindhoven,EIN
medium_airport,Groningen Airport Eelde,NL,Groningen,GRQ
medium_airport,Gilze Rijen Air Base,NL,Rijen,GLZ
medium_airport,De Kooy Airfield / Den Helder Naval Air Station,NL,Den Helder,DHR
medium_airport,Lelystad Airport,NL,Lelystad,LEY
medium_airport,Leeuwarden Air Base,NL,Leeuwarden,LWR
medium_airport,Rotterdam The Hague Airport,NL,Rotterdam,RTM
medium_airport,Twente Airport,NL,Enschede,ENS
medium_airport,Volkel Air Base,NL,Uden,UDE
medium_airport,Woensdrecht Air Base,NL,Hoogerheide,WOE
small_airport,Bantry Aerodrome,IE,Bantry,BYT
small_airport,Belmullet Aerodrome,IE,Belmullet,BLY
small_airport,Connemara Regional Airport,IE,Inverin,NNR
medium_airport,Cork Airport,IE,Cork,ORK
medium_airport,Donegal Airport,IE,Donegal,CFN
large_airport,Dublin Airport,IE,Dublin,DUB
small_airport,Inishmore Aerodrome,IE,Inis MÃ³r,IOR
small_airport,Inisheer Aerodrome,IE,Inis OÃ­rr,INQ
small_airport,Kilkenny Airport,IE,Kilkenny,KKY
medium_airport,Ireland West Knock Airport,IE,Charlestown,NOC
medium_airport,Kerry Airport,IE,Farranfore,KIR
small_airport,Inishmaan Aerodrome,IE,Inis MeÃ¡in,IIA
large_airport,Shannon Airport,IE,Shannon,SNN
medium_airport,Sligo Airport,IE,Sligo,SXL
medium_airport,Waterford Airport,IE,Waterford,WAT
small_airport,Ejin Banner Taolai Airport,CN,Ejin Banner,EJN
small_airport,Enejit Airport,MH,Enejit Island,EJT
medium_airport,Aarhus Airport,DK,Aarhus,AAR
large_airport,Billund Airport,DK,Billund,BLL
large_airport,Copenhagen Kastrup Airport,DK,Copenhagen,CPH
medium_airport,Esbjerg Airport,DK,Esbjerg,EBJ
medium_airport,Midtjyllands Airport / Air Base Karup,DK,Karup,KRP
small_airport,LÃ¦sÃ¸ Airport,DK,LÃ¦sÃ¸,BYR
medium_airport,Lolland Falster Maribo Airport,DK,RÃ¸dby,MRW
medium_airport,Odense Hans Christian Andersen Airport,DK,Odense,ODE
medium_airport,Copenhagen Roskilde Airport,DK,Roskilde,RKE
medium_airport,Bornholm Airport,DK,RÃ¸nne,RNN
medium_airport,SÃ¸nderborg Airport,DK,SÃ¸nderborg,SGD
medium_airport,Sindal Airport,DK,Sindal,CNL
medium_airport,Skrydstrup Air Base,DK,Vojens,SKS
medium_airport,Skive Airport,DK,Skive,SQW
medium_airport,Thisted Airport,DK,Thisted,TED
medium_airport,VÃ¡gar Airport,FO,VÃ¡gar,FAE
medium_airport,Stauning Vestjylland  Airport,DK,Skjern,STA
medium_airport,Aalborg Airport,DK,Aalborg,AAL
large_airport,Luxembourg-Findel International Airport,LU,Luxembourg,LUX
medium_airport,"Ã…lesund Airport, Vigra",NO,Ã…lesund,AES
medium_airport,"AndÃ¸ya Airport, Andenes",NO,Andenes,ANX
medium_airport,Alta Airport,NO,Alta,ALF
small_airport,"FÃ¸rde Airport, Bringeland",NO,FÃ¸rde,FDE
medium_airport,"BrÃ¸nnÃ¸ysund Airport, BrÃ¸nnÃ¸y",NO,BrÃ¸nnÃ¸y,BNN
medium_airport,BodÃ¸ Airport,NO,BodÃ¸,BOO
large_airport,"Bergen Airport, Flesland",NO,Bergen,BGO
medium_airport,BÃ¥tsfjord Airport,NO,BÃ¥tsfjord,BJF
medium_airport,BerlevÃ¥g Airport,NO,BerlevÃ¥g,BVG
medium_airport,"Kristiansand Airport, Kjevik",NO,Kjevik,KRS
medium_airport,Bardufoss Airport,NO,MÃ¥lselv,BDU
medium_airport,"Harstad/Narvik Airport, Evenes",NO,Evenes,EVE
medium_airport,FlorÃ¸ Airport,NO,FlorÃ¸,FRO
large_airport,"Oslo Airport, Gardermoen",NO,Oslo (Gardermoen),OSL
small_airport,"Hamar Lufthavn, Stavsberg",NO,Hamar,HMR
medium_airport,"Haugesund Airport, KarmÃ¸y",NO,KarmÃ¸y,HAU
medium_airport,Hammerfest Airport,NO,Hammerfest,HFT
small_airport,Hasvik Airport,NO,Hasvik,HAA
medium_airport,"HonningsvÃ¥g Airport, Valan",NO,HonningsvÃ¥g,HVG
medium_airport,"Kristiansund Airport, Kvernberget",NO,Kvernberget,KSU
small_airport,Gol Airport,NO,Klanten flyplass,GLL
medium_airport,"Kirkenes Airport, HÃ¸ybuktmoen",NO,Kirkenes,KKN
medium_airport,Leknes Airport,NO,Leknes,LKN
medium_airport,Mehamn Airport,NO,Mehamn,MEH
medium_airport,"Molde Airport, Ã…rÃ¸",NO,Ã…rÃ¸,MOL
medium_airport,"MosjÃ¸en Airport, KjÃ¦rstad",NO,MosjÃ¸en,MJF
medium_airport,"Lakselv Airport, Banak",NO,Lakselv,LKL
small_airport,Namsos Airport,NO,Namsos,OSY
medium_airport,Notodden Airport,NO,Notodden,NTB
medium_airport,Ã˜rland Airport,NO,Ã˜rland,OLA
medium_airport,"Ã˜rsta-Volda Airport, Hovden",NO,Ã˜rsta,HOV
medium_airport,"Mo i Rana Airport, RÃ¸ssvoll",NO,Mo i Rana,MQN
medium_airport,"RÃ¸rvik Airport, Ryum",NO,RÃ¸rvik,RVK
medium_airport,RÃ¸ros Airport,NO,RÃ¸ros,RRS
small_airport,RÃ¸st Airport,NO,RÃ¸st,RET
medium_airport,"Svalbard Airport, Longyear",NO,Longyearbyen,LYR
small_airport,"Sandane Airport, Anda",NO,Sandane,SDN
small_airport,"Sogndal Airport, HaukÃ¥sen",NO,Sogndal,SOG
medium_airport,"SvolvÃ¦r Airport, Helle",NO,SvolvÃ¦r,SVJ
medium_airport,"Stokmarknes Airport, Skagen",NO,Hadsel,SKN
medium_airport,"Stord Airport, SÃ¸rstokken",NO,Leirvik,SRP
medium_airport,SÃ¸rkjosen Airport,NO,SÃ¸rkjosen,SOJ
medium_airport,"VardÃ¸ Airport, Svartnes",NO,VardÃ¸,VAW
medium_airport,"SandnessjÃ¸en Airport, Stokka",NO,Alstahaug,SSJ
large_airport,"TromsÃ¸ Airport, Langnes",NO,TromsÃ¸,TOS
medium_airport,"Sandefjord Airport, Torp",NO,Torp,TRF
large_airport,"Trondheim Airport, VÃ¦rnes",NO,Trondheim,TRD
medium_airport,VadsÃ¸ Airport,NO,VadsÃ¸,VDS
large_airport,"Stavanger Airport, Sola",NO,Stavanger,SVG
medium_airport,Bydgoszcz Ignacy Jan Paderewski Airport,PL,Bydgoszcz,BZG
large_airport,GdaÅ„sk Lech WaÅ‚Ä™sa Airport,PL,GdaÅ„sk,GDN
large_airport,KrakÃ³w John Paul II International Airport,PL,Balice,KRK
medium_airport,Katowice Wojciech Korfanty International Airport,PL,Katowice,KTW
medium_airport,Lublin Airport,PL,Lublin,LUZ
medium_airport,ÅÃ³dÅº WÅ‚adysÅ‚aw Reymont Airport,PL,ÅÃ³dÅº,LCJ
medium_airport,Modlin Airport,PL,Nowy DwÃ³r Mazowiecki,WMI
medium_airport,PoznaÅ„-Åawica Airport,PL,PoznaÅ„,POZ
medium_airport,Warsaw Radom Airport,PL,Radom,RDO
medium_airport,RzeszÃ³w-Jasionka Airport,PL,Jasionka,RZE
medium_airport,Solidarity Szczecinâ€“GoleniÃ³w Airport,PL,Glewice,SZZ
medium_airport,Olsztyn-Mazury Airport,PL,Szymany,SZY
large_airport,Warsaw Chopin Airport,PL,Warsaw,WAW
medium_airport,Copernicus WrocÅ‚aw Airport,PL,WrocÅ‚aw,WRO
medium_airport,Zielona GÃ³ra-Babimost Airport,PL,Nowe Kramsko,IEG
small_airport,Erdenet Airport,MN,Erdenet,ERT
medium_airport,Ronneby Airport,SE,Ronneby,RNB
large_airport,GÃ¶teborg Landvetter Airport,SE,GÃ¶teborg,GOT
medium_airport,JÃ¶nkÃ¶ping Airport,SE,JÃ¶nkÃ¶ping,JKG
small_airport,LidkÃ¶ping-Hovby Airport,SE,LidkÃ¶ping,LDK
medium_airport,SÃ¤ve Airport,SE,GÃ¶teborg,GSE
medium_airport,SkÃ¶vde Airport,SE,SkÃ¶vde,KVB
medium_airport,TrollhÃ¤ttan-VÃ¤nersborg Airport,SE,TrollhÃ¤ttan,THN
medium_airport,Karlskoga Airport,SE,Karlskoga,KSK
medium_airport,Mora Airport,SE,Mora,MXX
medium_airport,Stockholm Skavsta Airport,SE,NykÃ¶ping,NYO
medium_airport,Scandinavian Mountains Airport,SE,Malung-SÃ¤len,SCR
medium_airport,Kristianstad Airport,SE,Kristianstad,KID
